ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersion,PointsAchieved,CertLevel,CertDate,IsCertified,GrossFloorArea,ProjectTypes,RegistrationDate,UnitOfMeasurement
1000149884,No,Dongtan Central Logis Hub,Gyeonggidong-ro,Hwaseong-si,,18509,Republic of Korea,v4,54,Silver,12/6/2022,Yes,54025,,9/29/2021,sq m
1000152237,No,Christian Dior Lotte Jamsil Men,"300 Olympic-ro, Songpa-gu",Seoul,,05551,Republic of Korea,v4,51,Silver,7/7/2022,Yes,170,,12/3/2021,sq m
1000152300,No,Prada Daejeon Hyundai Premium Outlet,Yuseong-gu,Daejeon,,34000,Republic of Korea,v4,64,Gold,3/8/2022,Yes,8611,,12/5/2021,sq m
1000152520,No,Arenas Anseong Logis Center,"San 11-4, Sanjeong-ri, Yangseong-myeon",Anseong,,17501,Republic of Korea,v4,60,Gold,7/23/2025,Yes,114835,,12/8/2021,sq m
1000214816,No,Orange Center,"37, Sejong-daero 7-gil, Jung-gu",Seoul,,04511,Republic of Korea,v4.1,75,Gold,11/9/2025,Yes,26461,,3/5/2025,sq m
1000146234,No,H-Cube,"140, Yanghwa-ro, Mapo-gu",Seoul,,04050,Republic of Korea,v4,85,Platinum,5/3/2023,Yes,12530,,7/7/2021,sq m
1000146135,No,Tiffany Korea Hyundai Parc,"108 Yeoui-daero, Yeongdeungpo-gu",Seoul,,07308,Republic of Korea,v4,65,Gold,12/10/2021,Yes,1970,,7/6/2021,sq m
1000145720,No,Seongkwang Logistics,"45, Arayuk-ro 57beon-gil, Gochon-eup",Gimpo,,10136,Republic of Korea,v4,62,Gold,1/6/2022,Yes,22560,,6/23/2021,sq m
1000111085,No,Citibank Korea Bundang Center,"15F Alphadom Tower, 537, Baekhyeon-dong, Bundang-gu",Seongnam-si,,13529,Republic of Korea,v2009,41,Certified,1/7/2020,Yes,28683,,9/11/2018,sq ft
1000119384,No,WeWork Tower,"427, Teheran-ro, Gangnam-gu",Seoul,,06159,Republic of Korea,v4,53,Silver,8/15/2019,Yes,11769,,5/9/2019,sq m
1000119931,No,Songdo Site of Henkel Korea,"218 - 6~7, Songdo-dong, Yeonsu-gu",Incheon,,21991,Republic of Korea,v4,63,Gold,3/2/2021,Yes,10159,,5/26/2019,sq m
1000120837,No,Adidas Warehouse,64 Doilyutong-gil,Pyeongtaek-si,,17725,Republic of Korea,v4,66,Gold,1/13/2020,Yes,45115,,6/27/2019,sq m
1000111878,No,GGGI HQ Green Office Renovation,"21-15, Jeongdong-gil, Jung-gu",Seoul,,04518,Republic of Korea,v4,62,Gold,11/30/2018,Yes,1786,,10/15/2018,sq m
1000121962,No,Platinum Tower,"398, Seocho-daero, Seocho-gu, Seoul, South Korea",Seoul,,06619,Republic of Korea,v4,64,Gold,12/3/2019,Yes,26031,,8/12/2019,sq m
1000121742,No,HPPK R&D CENTER,"San 34-6, Godeung-dong, Sujeong-gu",Seongnam-si,,13105,Republic of Korea,v4,65,Gold,4/12/2022,Yes,51846,,8/1/2019,sq m
1000116874,No,LOTTE ACADEMY OSAN CAMPUS,Osan City Kyunggidong-ro 168,Osan,,18148,Republic of Korea,v4,60,Gold,1/18/2022,Yes,46120,,3/21/2019,sq m
1000118284,No,PANGYO ALPHADOM CITY 6-2 BL DEVELOPMENT,"534, Baekhyeon-dong",Seongnam-si,,13529,Republic of Korea,v4,54,Silver,12/13/2021,Yes,141641,,4/24/2019,sq m
1000118291,No,PANGYO ALPHADOM CITY 6-1 BL DEVELOPMENT,"532, Baekhyeon-dong",Seongnam-si,,13529,Republic of Korea,v4,54,Silver,12/13/2021,Yes,114486,,4/24/2019,sq m
1000133088,No,Northgate Building,55 Saemunan-ro 5-gil Jongno-gu,Seoul,,03170,Republic of Korea,v4,68,Gold,2/4/2021,Yes,24830,,7/14/2020,sq m
1000210077,No,LogisHub Yeoju A-2,"926, Bondu-ri, Ganam-eup",Yeoju-si,,12656,Republic of Korea,v4.1,74,Gold,3/13/2025,Yes,51935,,10/25/2024,sq m
1000220281,No,"SWISS RE ASIA PTE. LTD., KOREA BRANCH","15F, Tower A, Centropolis Building, Ujeo",Seoul,,03161,Republic of Korea,v4,64,Gold,11/24/2025,Yes,861,,8/1/2025,sq m
1000215742,No,POSCO Tower Songdo: Office,"165, Convensia-daero Yeonsu-gu",Incheon,,21998,Republic of Korea,v4.1,16,Platinum,11/26/2025,Yes,87625,,4/2/2025,sq m
1000117087,No,CENTERFIELD,"(to Hwang D.Y) 3F Hanhwa Estate Office, East tower",Seoul,,06142,Republic of Korea,v4,69,Gold,5/12/2021,Yes,239105,,3/28/2019,sq m
1000150959,No,Sindaeri Logistics A,"134-14 Shindae-gil, gonjiam-eup",Gwangju-si,,12801,Republic of Korea,v4.1,64,Gold,6/29/2022,Yes,45207,,10/25/2021,sq m
1000137257,No,GUCCI GAOK,"737-24, Hannam-dong",Seoul,,04349,Republic of Korea,v4,57,Silver,10/6/2021,Yes,12185,,10/30/2020,sq ft
1000139220,No,NAVER Data Center GAK SEJONG,828 Haengbogdaero,Sejong-si,,30142,Republic of Korea,v4,86,Platinum,5/20/2024,Yes,148026,,12/22/2020,sq m
1000129365,No,Tiffany Lotte Downtown,"JUNG-GU, Seoul",Seoul,,45046,Republic of Korea,v4,62,Gold,5/20/2020,Yes,159,,2/27/2020,sq m
1000151691,No,GO&S Yongin Logistics A Block,"539-6, Mapyeong-dong, Cheoin-gu",Yongin,,17144,Republic of Korea,v4,52,Silver,2/13/2024,Yes,47682,,11/14/2021,sq m
1000151701,No,GO&S Yongin Logistics B Block,"539-7, Mapyeong-dong, Cheoin-gu",Yongin,,17144,Republic of Korea,v4,53,Silver,2/18/2024,Yes,84275,,11/14/2021,sq m
1000151730,No,L Square Mieum Logistics Center,"1656-2, Mieum-dong, Gangseo-gu",Busan,,46747,Republic of Korea,v4,50,Silver,9/20/2022,Yes,66223,,11/16/2021,sq m
1000147183,No,Loreal Professional Academy,"51, Teheran-ro 87-gil, Gangnam-gu",Seoul,,06166,Republic of Korea,v4,61,Gold,2/3/2022,Yes,653,,7/27/2021,sq m
1000147706,No,Geomdan LP,457-1,Seo-gu,,22687,Republic of Korea,v4,63,Gold,10/25/2023,Yes,107881,,8/9/2021,sq m
1000152671,No,Samsung Display Research Building,"1, Samsung-ro, Giheung-gu",Yongin-si,,17113,Republic of Korea,v4,85,Platinum,7/29/2024,Yes,166530,,12/9/2021,sq m
1000114799,No,Citibank Korea at Young City Building,"8F - 10F, Young City South",Seoul,,07298,Republic of Korea,v4,63,Gold,2/21/2020,Yes,4826,,1/21/2019,sq m
1000214666,No,Miu Miu Seoul Galleria,"343 Apgujeong-ro, Gangnam District, Seou",Seoul,,06000,Republic of Korea,v4,60,Gold,11/11/2025,Yes,137,,2/28/2025,sq m
1000125728,No,Hosoo Building,"648 Gukchaebosang-ro,Jung-gu",Daegu,,41939,Republic of Korea,v4,54,Silver,2/12/2020,Yes,31635,,11/6/2019,sq m
1000129807,No,JLL Seoul office at ONE IFC,"10, Gukjegeumyung-ro, Yeongdeungpo-gu, One IFC",Seoul,,07326,Republic of Korea,v4,65,Gold,2/2/2021,Yes,1350,,3/16/2020,sq m
1000129858,No,Burberry SSG Gwangju,"932, Mujin-daero, Seo-gu",Gwangju,,61937,Republic of Korea,v4,53,Silver,7/31/2020,Yes,104,,3/17/2020,sq m
1000130790,No,Iljuk Logistics Park,"San34-9, Neungguk-ri, Iljuk-myeon",Anseong,,17527,Republic of Korea,v4,41,Certified,8/4/2021,Yes,63471,,4/19/2020,sq m
1000130789,No,Changwon Logistics Park 6-1 Block,"1874, Du-dong, Jinhae-gu",Changwon,,51599,Republic of Korea,v4,46,Certified,5/27/2021,Yes,65613,,4/20/2020,sq m
1000130814,No,Changwon Logistics Park 5-1 Block,"1869, Du-dong, Jinhae-gu",Changwon,,51599,Republic of Korea,v4,46,Certified,5/27/2021,Yes,47556,,4/20/2020,sq m
1000130780,No,GRAND CENTRAL,253,Seoul,,04527,Republic of Korea,v4,73,Gold,4/8/2021,Yes,1128050,,4/19/2020,sq ft
1000125740,No,adidas Hongdae Brand Center,148 Yanghwa-ro,SEOUL,,04050,Republic of Korea,v4,77,Gold,4/13/2020,Yes,19453,,11/6/2019,sq ft
1000133509,No,UBS Seoul Centropolis,"26, Ujeongguk-ro, Jongno-gu",Seoul,,03161,Republic of Korea,v4,63,Gold,12/22/2021,Yes,1146,,8/2/2020,sq m
1000129489,No,Cartier Seoul Galleria,"407 Apgujeong-ro, Gangnam-gu",Seoul,,06009,Republic of Korea,v4,50,Silver,9/7/2020,Yes,290,,3/3/2020,sq m
1000129532,No,Cartier Shinsegae Centum,"35 Centum Namdaro, Haeundae-gu",Pusan,,48058,Republic of Korea,v4,51,Silver,8/5/2020,Yes,232,,3/3/2020,sq m
1000129488,No,Citibank Korea at CBC Building,"50, Saemunan-ro, Jongno-gu",Seoul,,03184,Republic of Korea,v4,56,Silver,8/14/2020,Yes,8572,,3/2/2020,sq m
1000127906,No,Icheon Logiport,"253 Ichi-ri, Majang-myeon",Icheon,,17384,Republic of Korea,v4,62,Gold,7/23/2020,Yes,43379,,1/17/2020,sq m
1000131672,No,MIU MIU Hyundai Pangyo Department Store,"20, Pangyoyeok-ro, 146beon-gil, Bundang-gu",Seongnam-si,,13584,Republic of Korea,v4,68,Gold,8/4/2020,Yes,172,,5/21/2020,sq m
1000131673,No,Prada Korea Hyundai Gangnam DFS,"517, Teheran-ro, Gangnam-gu",Seoul,,06236,Republic of Korea,v4,67,Gold,8/6/2020,Yes,1475,,5/22/2020,sq m
1000131531,No,Daegu Samsung Life Insurance Building,2095 Dalgubeol-daero,"Jung-gu, Daegu-si",,41936,Republic of Korea,v4,64,Gold,1/11/2021,Yes,60970,,5/19/2020,sq m
1000131938,No,O2 Tower,"83, Uisadang-daero, Yeongdeungpo-gu",Seoul,,07325,Republic of Korea,v4,61,Gold,12/9/2020,Yes,31659,,6/3/2020,sq m
1000131966,No,City Plaza,"17, Gukjegeumyung-ro 2-gil, Yeongdeungpo-gu,",Seoul,,07327,Republic of Korea,v4,56,Silver,12/1/2020,Yes,11685,,6/3/2020,sq m
1000131526,No,Burberry SSG Gangnam Women,"176, Sinbanpo-ro",Seoul,,06546,Republic of Korea,v4,62,Gold,1/5/2021,Yes,153,,5/19/2020,sq m
1000131324,No,MGL Seoul Relocation,"26 Ujeongguk-ro, Gongpyeong-dong",Seoul,,03161,Republic of Korea,v4,64,Gold,11/17/2020,Yes,3190,,5/12/2020,sq m
1000126755,No,Prada Daegu Lotte,"161 Taepyeong-ro, Buk-gu",Daegu,,41581,Republic of Korea,v4,68,Gold,6/23/2020,Yes,2799,,12/11/2019,sq m
1000133800,No,Credit Suisse Seoul Office Relocation,"26, Ujeongguk-ro, Jongno-gu",Seoul,,03161,Republic of Korea,v4,65,Gold,6/29/2021,Yes,2501,,8/12/2020,sq m
1000137993,No,Namsa Logistics Park,"139, Buk-ri, Namsa-myeon, Cheoin-gu",Yongin,,17118,Republic of Korea,v4,44,Certified,6/21/2022,Yes,52753,,11/22/2020,sq m
1000139498,No,Citibank Yongsan Branch,"C itibank 2F,  17, Seobinggo-ro",Yongsan-gu,,04387,Republic of Korea,v2009,53,Silver,5/26/2021,Yes,2847,,12/31/2020,sq ft
1000139569,No,New NOVA Factory,"73, Beombang 2-ro, Gangseo-gu",Busan,,46924,Republic of Korea,v4,54,Silver,1/31/2023,Yes,278806,,1/6/2021,sq ft
1000137469,No,McKinsey Seoul Office at Three IFC,"54F, International Finance Centre Seoul",Seoul,,07326,Republic of Korea,v4,62,Gold,10/12/2021,Yes,2403,,11/5/2020,sq m
1000220285,No,Hwaseong CDC Logistics Center A,"42, Bukbumaeul-gil, Jangan-myeon",Hwaseong-si,,18574,Republic of Korea,v4.1,69,Gold,12/16/2025,Yes,76115,,8/1/2025,sq m
1000218603,No,Burberry Hyundai Incheon Airport T1,"Hyundai Incheon Airport T1,","Incheon, 22382, Korea",,22382,Republic of Korea,v4,63,Gold,12/30/2025,Yes,132,,6/23/2025,sq m
1000217274,No,Vacheron Constantin Seoul Flagship,"430 Apgujeong-ro, Cheongdam-dong",Seoul,,06015,Republic of Korea,v4,56,Silver,10/7/2025,Yes,857,,5/20/2025,sq m
1000129846,No,TP Tower,"27, Yeouinaru-ro, Yeongdeungpo-gu",Seoul,,07321,Republic of Korea,v4,61,Gold,8/23/2024,Yes,115583,,3/18/2020,sq m
1000210463,No,Hanssem HQ,179 Seongam-ro,Mapo-gu,,03929,Republic of Korea,v4.1,73,Gold,3/11/2025,Yes,49888,,11/5/2024,sq m
1000210075,No,LogisHub Yeoju A-1 & B,"928, Bondu-ri, Ganam-eup",Yeoju-si,,12656,Republic of Korea,v4.1,61,Gold,3/5/2025,Yes,70850,,10/25/2024,sq m
1000180106,No,ASML Hwaseong New Campus  P2,60-4 BL1160-104 Song-dong,Hwaseong-si,,00000,Republic of Korea,v4,52,Silver,12/10/2025,Yes,16392,,5/24/2023,sq m
1000219925,No,K-Twin Tower,"50, Jong-ro 1-gil, Jongno-gu",Seoul,,03142,Republic of Korea,v4,82,Platinum,12/18/2025,Yes,65857,,7/21/2025,sq m
1000214265,No,Synopsys Korea New Office Relocation KR0,"660, Daewangpangyo-ro, Bundang-gu",Seoul,,13494,Republic of Korea,v4,62,Gold,10/12/2025,Yes,3158,,2/17/2025,sq m
1000149918,No,Hana Financial Investment Building,"82, Uisadang-daero, Yeongdeungpo-gu",Seoul,,07321,Republic of Korea,v4,67,Gold,4/25/2022,Yes,469424,,9/30/2021,sq m
1000149939,No,ICN16 Amazon Office 10 to 11F,"231, Teheran-ro, Gangnam-gu",Seoul,,06142,Republic of Korea,v4,61,Gold,10/6/2022,Yes,3094,,9/30/2021,sq m
1000149960,No,ICN16 Amazon Office 12 to 18F,"231, Teheran-ro, Gangnam-gu",Seoul,,06142,Republic of Korea,v4,62,Gold,6/1/2022,Yes,12250,,9/30/2021,sq m
1000150666,No,Van Cleef & Arpels Galleria Seoul,"407 Apgujeong-ro, Gangnam-Gu, 06009, Korea",Seoul,,45330,Republic of Korea,v4,55,Silver,6/27/2022,Yes,110,,10/19/2021,sq m
1000217791,No,Concordian Recertification,"76, Saemunan-ro, Jongno-gu",Seoul,,03185,Republic of Korea,v4,80,Platinum,12/1/2025,Yes,41517,,5/28/2025,sq m
1000217178,No,Eulji Twin Tower - West Tower And Retail,"170, Eulji-ro, Jung-gu,",Seoul,,04548,Republic of Korea,v4.1,67,Gold,10/12/2025,Yes,68532,,5/16/2025,sq m
1000222183,No,LX Pantos Megawise Logistics Center,"393-50,51 Wonchang-dong, Seo-gu",Incheon,,22856,Republic of Korea,v4,61,Gold,12/15/2025,Yes,895274,,9/19/2025,sq ft
1000208063,No,Kendall Square Ilsan DC Warehouse,"101-11, Sarihyeon-ro, Ilsandong-gu",Goyang-si,,10315,Republic of Korea,v4.1,63,Gold,1/17/2025,Yes,18978,,8/23/2024,sq m
1000213312,No,Mapletree Logistics Centre Hobeob3,"257-21, Deokpyeong-ro, Hobeop-myeon,",Icheon-si,,17396,Republic of Korea,v4.1,67,Gold,6/19/2025,Yes,54332,,1/22/2025,sq m
1000141091,No,Logisco Yangji,"920, Yangji-ri, Yangji-myeon, Cheoin-gu",Yongin-si,,17158,Republic of Korea,v4,46,Certified,2/26/2026,Yes,162429,,2/16/2021,sq m
1000143336,No,Goyang Logistics Park,"570, Gwonyul-daero, Deogyang-gu",Goyang,Kyonggi-do,10550,Republic of Korea,v4.1,61,Gold,9/1/2021,Yes,199678,,4/16/2021,sq m
1000213316,No,Sigma Tower Office,"289, Olympic-ro, Songpa-gu,",Seoul,Soul-t?ukpyolsi,05510,Republic of Korea,v4.1,70,Gold,6/20/2025,Yes,27814,,1/22/2025,sq m
1000072874,No,Alphadom Tower,"537 Baekhyeon-dong, Bundang-gu,",Gyeonggi-do,,13529,Republic of Korea,v2009,57,Silver,7/29/2018,Yes,64472,,5/30/2016,sq m
1000184242,No,ASMK New MFG Factory,824-1 Yeongcheon-dong,Hwaseong,Kyonggi-do,18469,Republic of Korea,v4,60,Gold,2/28/2026,Yes,19458,,8/28/2023,sq m
1000177021,No,Logisco Ansan,780 Wonsi-dong Danwon-gu,Ansan-si,Kyonggi-do,15434,Republic of Korea,v4,51,Silver,7/25/2024,Yes,23625,,4/19/2023,sq m
1000145773,No,Logisco Hwaseong,"184, Jegi-ri, Jeongnam-myeon",Hwaseong,Kyonggi-do,18515,Republic of Korea,v4,41,Certified,3/22/2023,Yes,102051,,6/24/2021,sq m
1000175017,No,KAKAO AI CAMPUS,"47-2, Gogi-dong, Suji-gu",Yongin,Kyonggi-do,16801,Republic of Korea,v4,51,Silver,9/22/2024,Yes,14682,,3/30/2023,sq m
1000221545,No,Pyeongtaek Kurly Logistics Center Annex,66 Goryeom Industrial Complex-ro Cheongb,Pyeongtaek-si,,17794,Republic of Korea,v4.1,63,Gold,12/27/2025,Yes,2960,,9/4/2025,sq m
1000213065,No,Gucci Lotte Busan Premium Outlet,"64 Dangsa-Ri, Gijang-Eup, Gijang-Gun, Bu",Gijang-Gun,,46051,Republic of Korea,v4.1,74,Gold,7/3/2025,Yes,562,,1/14/2025,sq m
1000149945,No,Arenas Yangji Logistics Center,"111-73, Nampyeong-ro, Yangji-myeon, Cheoin-gu, Yongin-si,",Gyeonggi-do,,17158,Republic of Korea,v4,60,Gold,6/30/2022,Yes,234636,,9/30/2021,sq m
1000149974,No,Signature Tower,"100, Cheonggyecheon-ro, Jung-gu, Seoul",Seoul,,04542,Republic of Korea,v4,83,Platinum,9/28/2022,Yes,805430,,9/30/2021,sq m
1000149978,No,V-PLEX,"501, Teheran-ro, Gangnam-gu, Seoul",Seoul,,06168,Republic of Korea,v4,64,Gold,6/21/2022,Yes,214955,,9/30/2021,sq m
1000149933,No,Autoway Tower,"417, Yeongdong-daero",Seoul,,06182,Republic of Korea,v4,84,Platinum,6/21/2022,Yes,34191,,9/29/2021,sq m
1000190631,No,Hyundai Motor Company HQ Lobby,"12, Heolleung-ro",Seocho-gu,,06797,Republic of Korea,v4,61,Gold,2/4/2026,Yes,31402,,1/8/2024,sq m
1000221516,No,Burberry Hyundai Pangyo Main,"20 Pangyoyeok-ro 146beon-gil,",Gyeonggi-do,,13529,Republic of Korea,v4,65,Gold,2/5/2026,Yes,166,,9/4/2025,sq m
1000213067,No,Gucci Yeoju Premium Outlet,"#460 Sanggeo-Dong, Yeoju-Si, Gyeonggi-Do",Yeoju-Si,,12655,Republic of Korea,v4.1,72,Gold,7/3/2025,Yes,818,,1/14/2025,sq m
1000213127,No,Gucci Hyundai Gimpo Premium Outlet,"#654, Jeonho-ri, Gochon-eup, Gimpo-si, G",Gimpo-si,,10135,Republic of Korea,v4.1,72,Gold,7/3/2025,Yes,641,,1/15/2025,sq m
1000213228,No,Incheon Namchungra Logistics,"46, Bukhang-ro 178beon-gil, Seo-gu",Incheon,,22853,Republic of Korea,v4.1,67,Gold,2/18/2026,Yes,44829,,1/20/2025,sq m
1000214473,No,Gucci Korea Hyundai Coex,"1F, Hyundai Department Coex store #159-7",Seoul,,06164,Republic of Korea,v4.1,70,Gold,8/7/2025,Yes,212,,2/24/2025,sq m
1000150991,No,Sindaeri Logistics B,"134-30 Shindae-gil, gonjiam-eup",Gwangju-si,,12801,Republic of Korea,v4.1,62,Gold,6/29/2022,Yes,38714,,10/25/2021,sq m
1000212459,No,Yongsan The Prime Tower,"Yongsan-gu,  Seoul, Republic of Korea 11",Seoul,,04315,Republic of Korea,v4.1,63,Gold,12/8/2025,Yes,34136,,12/22/2024,sq m
1000221531,No,Pyeongtaek Kurly Logistics Center,66 Goryeom Industrial Complex-ro Cheongb,Pyeongtaek-si,,17794,Republic of Korea,v4.1,66,Gold,12/27/2025,Yes,131950,,9/4/2025,sq m
1000222163,No,MIUMIU Seoul Shinsegae YDP,"176 Sinbanpo-ro, Banpo-dong, Gangnam Dis",SEOUL,,10042,Republic of Korea,v4,43,Gold,1/27/2026,Yes,147,,9/19/2025,sq m
1000171770,No,Project Gamma - STT Seoul 1,"54, Gasan Digital 2-ro, Geumcheon-gu",Seoul,,08589,Republic of Korea,v4,61,Gold,1/15/2026,Yes,32549,,2/7/2023,sq m
1000210641,No,AIA Tower,"216 Sunhwa-dong, Jung-gu",Seoul,,04511,Republic of Korea,v4.1,72,Gold,5/9/2025,Yes,37334,,11/10/2024,sq m
1000220876,No,Hwaseong CDC Logistics Center B,"42, Bukbumaeul-gil, Jangan-myeon",Hwaseong-si,,18574,Republic of Korea,v4.1,64,Gold,12/16/2025,Yes,23139,,8/18/2025,sq m
1000211272,No,AK Plaza Gwang-Myeong,17 Yangji-ro,Gwangmyeong,Kyonggi-do,14345,Republic of Korea,v4.1,67,Gold,5/29/2025,Yes,57320,,11/28/2024,sq m
1000212367,No,Jeongwang Logistics,2123-3,Siheung,Kyonggi-do,15074,Republic of Korea,v4.1,60,Gold,5/30/2025,Yes,104452,,12/20/2024,sq m
1000214563,No,Mapletree Logistics Centre Baekam3,"956-8, Jugyang-daero, Baegam-myeon, Cheo",Yongin-si,Kyonggi-do,17180,Republic of Korea,v4.1,72,Gold,8/28/2025,Yes,27285,,2/26/2025,sq ft
1000218082,No,Pulmuone Suseo Workplace Daycare Center,"4th floor, Rosedale Building",Seoul,Soul-t?ukpyolsi,06367,Republic of Korea,v4,60,Gold,3/5/2026,Yes,908,,6/5/2025,sq m
10354107,No,Mirae Asset CENTER1,"5 Suha-dong, Jung-gu",Seoul,,135-973,Republic of Korea,v2.0,30,Silver,7/12/2011,Yes,1808335,,12/19/2008,sq ft
1000222195,No,Burberry Lotte Main Kids,"LOTTE Department Store Main Store, 81 Na",Seoul,Ch?ungch?ong-bukto,04533,Republic of Korea,v4,65,Gold,3/8/2026,Yes,116,,9/19/2025,sq m
